"Note: in order of color, mega cap> large cap> mid cap> small cap> micro cap ",,,,,,,,
,,,,,,,,
Symbol,Name,LastSale, MarketCap ,ADR TSO,IPOyear,Sector,Industry,Summary Quote
VIVE,"Viveve Medical, Inc.",5.4," 104,788,803.60 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vive
SRRA,"Sierra Oncology, Inc.",2," 104,536,886.00 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srra
NVCN,Neovasc Inc.,1.31," 103,386,101.28 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcn
PLX,"Protalix BioTherapeutics, Inc.",0.7682," 102,443,340.96 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
BVX,Bovie Medical Corporation,3.31," 102,145,782.43 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bvx
GEMP,Gemphire Therapeutics Inc.,9.6," 102,077,203.20 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gemp
MTNB,"Matinas Biopharma Holdings, Inc.",1.1," 101,861,463.00 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtnb
NOVN,"Novan, Inc.",6.33," 101,179,296.03 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/novn
IRIX,IRIDEX Corporation,8.74," 101,101,365.88 ",n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
SYN,"Synthetic Biologics, Inc",0.785," 100,841,636.16 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn
ZFGN,"Zafgen, Inc.",3.64," 100,041,487.00 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zfgn
PMD,Psychemedics Corporation,18.02," 98,966,795.06 ",n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
AFMD,Affimed N.V.,2.25," 98,861,348.25 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd
VRML,"Vermillion, Inc.",1.76," 98,848,784.32 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vrml
PRQR,ProQR Therapeutics N.V.,3.9," 98,690,471.10 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prqr
TRIL,Trillium Therapeutics Inc.,9.05," 97,693,464.90 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril
RDHL,Redhill Biopharma Ltd.,8.79," 96,822,447.72 ",11015068,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
EIGR,"Eiger BioPharmaceuticals, Inc.",11.4," 95,384,142.00 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
GLMD,Galmed Pharmaceuticals Ltd.,7.72," 94,707,879.20 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glmd
ALDX,"Aldeyra Therapeutics, Inc.",6.225," 94,309,845.60 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx
MEIP,"MEI Pharma, Inc.",2.54," 93,853,449.58 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip
KRYS,"Krystal Biotech, Inc.",9.725," 93,780,577.08 ",n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/krys
GNMX,"Aevi Genomic Medicine, Inc.",1.55," 91,965,010.75 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnmx
ALIM,"Alimera Sciences, Inc.",1.33," 91,837,303.32 ",n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim
NVLN,Novelion Therapeutics Inc. ,4.87," 90,377,810.64 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvln
ARQL,"ArQule, Inc.",1.06," 90,216,814.12 ",n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ACRX,"AcelRx Pharmaceuticals, Inc.",1.975," 89,626,434.18 ",n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx
OTIC,"Otonomy, Inc.",2.95," 89,395,059.50 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/otic
TRVN,"Trevena, Inc.",1.49," 88,947,136.85 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn
GALT,Galectin Therapeutics Inc.,2.47," 86,577,711.35 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galt
EDAP,EDAP TMS S.A.,2.92," 85,679,498.48 ",29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
BLRX,BioLineRx Ltd.,1.07," 84,380,588.41 ",78860363,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
STDY,SteadyMed Ltd.,3.15," 83,651,563.80 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy
OPHT,Ophthotech Corporation,2.27," 81,590,335.33 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opht
AGLE,"Aeglea BioTherapeutics, Inc.",4.93," 81,109,641.80 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agle
BCLI,Brainstorm Cell Therapeutics Inc.,4.21," 79,327,876.46 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcli
AMPE,"Ampio Pharmaceuticals, Inc.",1.16," 79,149,594.44 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ampe
NCNA,NuCana plc,10.26," 78,955,881.30 ",7695505,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ncna
SRTS,"Sensus Healthcare, Inc.",5.81," 78,369,428.34 ",n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srts
CFRX,ContraFect Corporation,1.05," 77,338,806.30 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx
LFVN,Lifevantage Corporation,5.4," 76,831,977.60 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn
VNRX,VolitionRX Limited,2.89," 76,639,043.00 ",n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vnrx
NEPT,Neptune Technologies & Bioresources Inc,0.9711," 76,359,703.20 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept
BLPH,"Bellerophon Therapeutics, Inc.",1.38," 75,844,893.84 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
CGIX,"Cancer Genetics, Inc.",3.2," 75,406,595.20 ",n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cgix
FVE,Five Star Senior Living Inc.,1.5," 75,082,818.00 ",n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fve
CEMI,"Chembio Diagnostics, Inc.",6.05," 74,470,188.10 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemi
APEN,"Apollo Endosurgery, Inc.",4.25," 73,483,974.75 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/apen
PFNX,Pfenex Inc.,3.1," 72,938,892.50 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx
ICAD,icad inc.,4.39," 72,179,826.86 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
LPCN,Lipocine Inc.,3.49," 72,147,052.92 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn
SNSS,"Sunesis Pharmaceuticals, Inc.",3," 71,996,076.00 ",n/a,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss
VVUS,"VIVUS, Inc.",0.68," 71,983,565.80 ",n/a,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vvus
BLFS,"BioLife Solutions, Inc.",5.36," 70,902,326.56 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
NBY,"NovaBay Pharmaceuticals, Inc.",4.6," 70,422,205.00 ",n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby
NAVB,"Navidea Biopharmaceuticals, Inc.",0.4319," 70,057,050.41 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb
DVCR,Diversicare Healthcare Services Inc.,10.81," 69,820,017.16 ",n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
VKTX,"Viking Therapeutics, Inc.",2.4," 68,397,232.80 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktx
CODX,"Co-Diagnostics, Inc.",5.58," 66,502,300.50 ",n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/codx
ZEAL,Zealand Pharma A/S,15.1475," 66,236,260.92 ",4372752,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zeal
ITEK,Inotek Pharmaceuticals Corporation,2.41," 65,094,586.82 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
VSAR,"Versartis, Inc.",1.825," 65,023,105.68 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vsar
EYES,"Second Sight Medical Products, Inc.",1.1377," 64,615,076.48 ",n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
NNVC,"NanoViricides, Inc.",1.02," 64,573,140.00 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc
FWP,Forward Pharma A/S,5.43," 62,359,667.55 ",11484285,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp
ELMD,"Electromed, Inc.",7.47," 61,703,447.49 ",n/a,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elmd
AGTC,Applied Genetic Technologies Corporation,3.4," 61,516,999.00 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc
FLGT,"Fulgent Genetics, Inc.",3.4575," 61,337,747.63 ",n/a,2016,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/flgt
RNN,"Rexahn Pharmaceuticals, Inc.",1.91," 60,594,967.74 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
APVO,Aptevo Therapeutics Inc.,2.79," 59,760,003.24 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo
APT,"Alpha Pro Tech, Ltd.",3.95," 59,666,807.95 ",n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/apt
FLKS,"Flex Pharma, Inc.",3.31," 59,486,710.96 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks
CATS,"Catasys, Inc.",3.69," 58,631,040.99 ",n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cats
SMMT,Summit Therapeutics plc,9.055," 57,681,925.57 ",6370174,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/smmt
PLXP,PLx Pharma Inc.,6.55," 56,908,974.15 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/plxp
XENE,Xenon Pharmaceuticals Inc.,3.125," 56,245,062.50 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xene
KMPH,"KemPharm, Inc.",3.8," 55,698,234.00 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
CAPR,"Capricor Therapeutics, Inc.",2.21," 55,657,497.48 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/capr
CRME,Cardiome Pharma Corporation,1.63," 55,323,365.45 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme
ARDM,Aradigm Corporation,3.61," 54,554,601.58 ",n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
OVAS,OvaScience Inc.,1.48," 52,816,003.72 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovas
BIOL,"Biolase, Inc.",0.695," 52,803,861.41 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
LENS,Presbia PLC,3.07," 52,686,882.57 ",n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lens
PAVM,PAVmed Inc.,3.95," 52,658,283.45 ",n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pavm
ATEC,"Alphatec Holdings, Inc.",3.79," 52,234,022.56 ",n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
SCYX,"SCYNEXIS, Inc.",1.94," 51,841,675.22 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
LPTX,"LEAP THERAPEUTICS, INC.",5.46," 51,301,723.20 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptx
ATXI,"Avenue Therapeutics, Inc.",5.1," 51,209,140.80 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atxi
CHMA,"Chiasma, Inc.",2.1," 51,155,126.40 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/chma
JNP,"Juniper Pharmaceuticals, Inc.",4.65," 50,425,125.45 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
AKTX,Akari Therapeutics Plc,4.25," 49,845,602.25 ",11728377,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx
ATNM,"Actinium Pharmaceuticals, Inc.",0.62," 49,215,697.96 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atnm
DRAD,Digirad Corporation,2.45," 48,946,060.80 ",n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
TCON,"TRACON Pharmaceuticals, Inc.",2.925," 48,718,557.23 ",n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon
HSGX,Histogenics Corporation,2.14," 48,129,856.18 ",n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hsgx
LUNA,Luna Innovations Incorporated,1.6508," 46,596,200.55 ",n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna
NVIV,InVivo Therapeutics Holdings Corp.,1.3499," 46,217,935.60 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
INFU,"InfuSystems Holdings, Inc.",2," 45,511,410.00 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu
OCRX,"Ocera Therapeutics, Inc.",1.69," 44,801,986.19 ",n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx
CATB,"Catabasis Pharmaceuticals, Inc.",1.99," 44,738,652.65 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/catb
ICCC,ImmuCell Corporation,8.65," 43,668,573.50 ",n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
EVOK,"Evoke Pharma, Inc.",2.81," 43,241,193.25 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
SNMX,"Senomyx, Inc.",0.9," 42,762,809.70 ",n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
PTI,"Proteostasis Therapeutics, Inc.",1.7," 42,673,221.50 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
TTNP,"Titan Pharmaceuticals, Inc.",1.925," 40,817,207.20 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ttnp
EGLT,Egalet Corporation,0.9417," 40,538,645.32 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
APTO,"Aptose Biosciences, Inc.",1.63," 40,309,313.20 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto
ADHD,Alcobra Ltd.,1.4601," 40,244,436.98 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd
ALPN,"Alpine Immune Sciences, Inc.",10.23," 40,040,864.49 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alpn
MBOT,Microbot Medical Inc. ,1.08," 39,965,759.64 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mbot
CTRV,ContraVir Pharmaceuticals Inc,0.5099," 39,914,108.23 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CRMD,CorMedix Inc,0.634," 39,135,323.13 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crmd
OHRP,"Ohr Pharmaceuticals, Inc.",0.6899," 38,780,264.18 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp
ADMA,ADMA Biologics Inc,2.24," 38,533,026.56 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adma
MGCD,MGC Diagnostics Corporation,8.55," 37,962,350.55 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd
MLSS,"Milestone Scientific, Inc.",1.15," 37,938,182.60 ",n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss
NTRP,"Neurotrope, Inc.",4.8039," 37,930,917.05 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntrp
MBRX,"Moleculin Biotech, Inc.",1.87," 37,889,760.48 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbrx
ONCS,OncoSec Medical Incorporated,1.31," 37,738,591.35 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oncs
RIOT,"Riot Blockchain, Inc",6.82," 36,854,727.58 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/riot
CSBR,"Champions Oncology, Inc.",3.26," 35,814,249.16 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/csbr
ALT,"Altimmune, Inc.",2.23," 34,757,087.74 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alt
AZRX,"AzurRx BioPharma, Inc.",3," 34,662,438.00 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azrx
PRTO,"Proteon Therapeutics, Inc.",1.95," 34,357,865.10 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTX,"Pernix Therapeutics Holdings, Inc.",2.87," 33,098,054.01 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptx
IPCI,Intellipharmaceutics International Inc.,0.94," 32,622,244.10 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
EARS,Auris Medical Holding AG,0.7294," 32,334,086.10 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
CBLI,"Cleveland BioLabs, Inc.",2.84," 32,034,728.56 ",n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli
BPTH,"Bio-Path Holdings, Inc.",0.3175," 31,768,093.69 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpth
IMMY,"Imprimis Pharmaceuticals, Inc.",1.57," 31,502,701.55 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
PULM,"Pulmatrix, Inc.",1.565," 31,494,703.22 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
RSLS,ReShape Lifesciences Inc.,1.86," 31,475,159.94 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rsls
AEZS,AEterna Zentaris Inc.,1.91," 31,401,851.60 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs
ONS,"Oncobiologics, Inc.",1.2568," 31,335,305.50 ",n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ons
PDEX,"Pro-Dex, Inc.",7.2," 31,285,389.60 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pdex
NVUS,"Novus Therapeutics, Inc.",4.5," 31,243,770.00 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvus
CTXR,"Citius Pharmaceuticals, Inc.",3.76," 31,030,520.48 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctxr
RWLK,ReWalk Robotics Ltd,1.4," 30,446,033.80 ",n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
GNCA,"Genocea Biosciences, Inc.",1.06," 30,393,459.50 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnca
FCSC,Fibrocell Science Inc,2.05," 30,170,190.30 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fcsc
TPIV,TapImmune Inc.,2.95," 29,969,029.35 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpiv
CERC,Cerecor Inc.,1.11," 28,920,891.27 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cerc
TNXP,Tonix Pharmaceuticals Holding Corp.,3.7693," 28,577,701.81 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp
CYAD,Celyad SA,57.51," 28,560,616.20 ",496620,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyad
BMRA,"Biomerica, Inc.",3.34," 28,440,677.82 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bmra
IBIO,"iBio, Inc.",0.3," 27,845,553.00 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ibio
ZSAN,Zosano Pharma Corporation,0.7094," 27,829,830.81 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zsan
CLBS,"Caladrius Biosciences, Inc.",2.92," 27,526,842.92 ",n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/clbs
OREX,"Orexigen Therapeutics, Inc.",1.77," 27,312,809.82 ",n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orex
CXRX,Concordia International Corp.,0.5321," 27,287,511.37 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cxrx
TROV,"TrovaGene, Inc.",0.7299," 27,203,067.17 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trov
MESO,Mesoblast Limited,5.14," 27,001,812.94 ",5253271,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/meso
BIOC,"Biocept, Inc.",0.89," 26,925,831.27 ",n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
IDXG,"Interpace Diagnostics Group, Inc.",1.195," 26,485,506.78 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
VICL,Vical Incorporated,2.1," 26,473,538.70 ",n/a,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vicl
TIG,TiGenix,22.55," 26,280,626.90 ",1165438,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tig
PRPH,"ProPhase Labs, Inc.",2.11," 26,224,052.71 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prph
CANF,Can-Fite Biopharma Ltd,1.55," 25,350,172.50 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/canf
MYO,Myomo Inc.,4.14," 25,201,070.10 ",n/a,2017,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/myo
LLIT,Lianluo Smart Limited,1.4," 24,237,620.40 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit
CLRB,"Cellectar Biosciences, Inc.",1.495," 23,641,871.70 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrb
CHEK,Check-Cap Ltd.,1.36," 23,092,589.20 ",n/a,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chek
MDVX,Medovex Corp.,1.1," 23,014,897.40 ",n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvx
XBIO,"Xenetic Biosciences, Inc.",2.64," 23,014,308.24 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xbio
ISR,"IsoRay, Inc.",0.4172," 22,953,267.21 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr
PTIE,"Pain Therapeutics, Inc.",3.45," 22,754,506.05 ",n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptie
TNDM,"Tandem Diabetes Care, Inc.",2.24," 22,665,796.16 ",n/a,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm
CASM,"CAS Medical Systems, Inc.",0.785," 22,165,022.15 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/casm
AVIR,"Aviragen Therapeutics, Inc.",0.57," 22,030,065.09 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
HTBX,"Heat Biologics, Inc.",0.61," 21,831,236.32 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/htbx
